ensembl_gene_id	hgnc_symbol	chrom_hsa	entrezgene_id	ensembl_gene_id_mmu	mgi_symbol	chrom_mmu	entrezgene_id_mmu	mgi_id
ENSG00000165527	ARF6	Chr14	382	ENSMUSG00000044147	Arf6	Chr12	11845	MGI:99435
ENSG00000118520	ARG1	Chr6	383	ENSMUSG00000019987	Arg1	Chr10	11846	MGI:88070
ENSG00000081181	ARG2	Chr14	384	ENSMUSG00000021125	Arg2	Chr12	11847	MGI:1330806
ENSG00000067560	RHOA	Chr3	387	ENSMUSG00000007815	Rhoa	Chr9	11848	MGI:1096342
ENSG00000143878	RHOB	Chr2	388	ENSMUSG00000054364	Rhob	Chr12	11852	MGI:107949
ENSG00000155366	RHOC	Chr1	389	ENSMUSG00000002233	Rhoc	Chr3	11853	MGI:106028
ENSG00000173156	RHOD	Chr11	29984	ENSMUSG00000041845	Rhod	Chr19	11854	MGI:108446
ENSG00000100852	ARHGAP5	Chr14	394	ENSMUSG00000035133	Arhgap5	Chr12	11855	MGI:1332637
ENSG00000047648	ARHGAP6	ChrX	395	ENSMUSG00000031355	Arhgap6	ChrX	11856	MGI:1196332
ENSG00000111348	ARHGDIB	Chr12	397	ENSMUSG00000030220	Arhgdib	Chr6	11857	MGI:101940
ENSG00000108830	RND2	Chr17	8153	ENSMUSG00000001313	Rnd2	Chr11	11858	MGI:1338755
ENSG00000165462	PHOX2A	Chr11	401	ENSMUSG00000007946	Phox2a	Chr7	11859	MGI:106633
ENSG00000122644	ARL4A	Chr7	10124	ENSMUSG00000047446	Arl4a	Chr12	11861	MGI:99437
ENSG00000143437	ARNT	Chr1	405	ENSMUSG00000015522	Arnt	Chr3	11863	MGI:88071
ENSG00000172379	ARNT2	Chr15	9915	ENSMUSG00000015709	Arnt2	Chr7	11864	MGI:107188
ENSG00000133794	BMAL1	Chr11	406	ENSMUSG00000055116	Bmal1	Chr7	11865	MGI:1096381
ENSG00000130429	ARPC1B	Chr7	10095	ENSMUSG00000029622	Arpc1b	Chr5	11867	MGI:1343142
ENSG00000129744	ART1	Chr11	417	ENSMUSG00000030996	Art1	Chr7	11870	MGI:107511
ENSG00000167311	ART5	Chr11	116969	ENSMUSG00000070424	Art5	Chr7	11875	MGI:107948
ENSG00000117407	ARTN	Chr1	9048	ENSMUSG00000028539	Artn	Chr4	11876	MGI:1333791
ENSG00000099889	ARVCF	Chr22	421	ENSMUSG00000118669	Arvcf	Chr16	11877	MGI:109620
ENSG00000004848	ARX	ChrX	170302	ENSMUSG00000035277	Arx	ChrX	11878	MGI:1097716
ENSG00000113273	ARSB	Chr5	411	ENSMUSG00000042082	Arsb	Chr13	11881	MGI:88075
ENSG00000100299	ARSA	Chr22	410	ENSMUSG00000022620	Arsa	Chr15	11883	MGI:88077
ENSG00000104763	ASAH1	Chr8	427	ENSMUSG00000031591	Asah1	Chr8	11886	MGI:1277124
ENSG00000141505	ASGR1	Chr17	432	ENSMUSG00000020884	Asgr1	Chr11	11889	MGI:88081
ENSG00000161944	ASGR2	Chr17	433	ENSMUSG00000040963	Asgr2	Chr11	11890	MGI:88082
ENSG00000069974	RAB27A	Chr15	5873	ENSMUSG00000032202	Rab27a	Chr9	11891	MGI:1861441
ENSG00000130707	ASS1	Chr9	445	ENSMUSG00000076441	Ass1	Chr2	11898	MGI:88090
ENSG00000152092	ASTN1	Chr1	460	ENSMUSG00000026587	Astn1	Chr1	11899	MGI:1098567
ENSG00000117601	SERPINC1	Chr1	462	ENSMUSG00000026715	Serpinc1	Chr1	11905	MGI:88095
ENSG00000140836	ZFHX3	Chr16	463	ENSMUSG00000038872	Zfhx3	Chr8	11906	MGI:99948
ENSG00000107669	ATE1	Chr10	11101	ENSMUSG00000030850	Ate1	Chr7	11907	MGI:1333870
ENSG00000123268	ATF1	Chr12	466	ENSMUSG00000023027	Atf1	Chr15	11908	MGI:1298366
ENSG00000115966	ATF2	Chr2	1386	ENSMUSG00000027104	Atf2	Chr2	11909	MGI:109349
ENSG00000162772	ATF3	Chr1	467	ENSMUSG00000026628	Atf3	Chr1	11910	MGI:109384
ENSG00000128272	ATF4	Chr22	468	ENSMUSG00000042406	Atf4	Chr15	11911	MGI:88096
ENSG00000149311	ATM	Chr11	472	ENSMUSG00000034218	Atm	Chr9	11920	MGI:107202
ENSG00000172238	ATOH1	Chr4	474	ENSMUSG00000073043	Atoh1	Chr6	11921	MGI:104654
ENSG00000164600	NEUROD6	Chr7	63974	ENSMUSG00000037984	Neurod6	Chr6	11922	MGI:106593
ENSG00000123307	NEUROD4	Chr12	58158	ENSMUSG00000048015	Neurod4	Chr10	11923	MGI:108055
ENSG00000178403	NEUROG2	Chr4	63973	ENSMUSG00000027967	Neurog2	Chr3	11924	MGI:109619
ENSG00000122859	NEUROG3	Chr10	50674	ENSMUSG00000044312	Neurog3	Chr10	11925	MGI:893591
ENSG00000177556	ATOX1	Chr5	475	ENSMUSG00000018585	Atox1	Chr11	11927	MGI:1333855
ENSG00000163399	ATP1A1	Chr1	476	ENSMUSG00000033161	Atp1a1	Chr3	11928	MGI:88105
ENSG00000143153	ATP1B1	Chr1	481	ENSMUSG00000026576	Atp1b1	Chr1	11931	MGI:88108
ENSG00000129244	ATP1B2	Chr17	482	ENSMUSG00000041329	Atp1b2	Chr11	11932	MGI:88109
ENSG00000069849	ATP1B3	Chr3	483	ENSMUSG00000032412	Atp1b3	Chr9	11933	MGI:107788
ENSG00000137731	FXYD2	Chr11	486	ENSMUSG00000059412	Fxyd2	Chr9	11936	MGI:1195260
ENSG00000196296	ATP2A1	Chr16	487	ENSMUSG00000030730	Atp2a1	Chr7	11937	MGI:105058
ENSG00000174437	ATP2A2	Chr12	488	ENSMUSG00000029467	Atp2a2	Chr5	11938	MGI:88110
ENSG00000157087	ATP2B2	Chr3	491	ENSMUSG00000030302	Atp2b2	Chr6	11941	MGI:105368
ENSG00000105675	ATP4A	Chr19	495	ENSMUSG00000005553	Atp4a	Chr7	11944	MGI:88113
ENSG00000186009	ATP4B	Chr13	496	ENSMUSG00000031449	Atp4b	Chr8	11945	MGI:88114
ENSG00000152234	ATP5F1A	Chr18	498	ENSMUSG00000025428	Atp5f1a	Chr18	11946	MGI:88115
ENSG00000110955	ATP5F1B	Chr12	506	ENSMUSG00000025393	Atp5f1b	Chr10	11947	MGI:107801
ENSG00000165629	ATP5F1C	Chr10	509	ENSMUSG00000025781	Atp5f1c	Chr2	11949	MGI:1261437
ENSG00000116459	ATP5PB	Chr1	515	ENSMUSG00000000563	Atp5pb	Chr3	11950	MGI:1100495
ENSG00000159199	ATP5MC1	Chr17	516	ENSMUSG00000006057	Atp5mc1	Chr11	11951	MGI:107653
ENSG00000154723	ATP5PF	Chr21	522	ENSMUSG00000022890	Atp5pf	Chr16	11957	MGI:107777
ENSG00000169020	ATP5ME	Chr4	521	ENSMUSG00000050856	Atp5me	Chr5	11958	MGI:106636
ENSG00000114573	ATP6V1A	Chr3	523	ENSMUSG00000052459	Atp6v1a	Chr16	11964	MGI:1201780
ENSG00000147416	ATP6V1B2	Chr8	526	ENSMUSG00000006273	Atp6v1b2	Chr8	11966	MGI:109618
ENSG00000159720	ATP6V0D1	Chr16	9114	ENSMUSG00000013160	Atp6v0d1	Chr8	11972	MGI:1201778
ENSG00000131100	ATP6V1E1	Chr22	529	ENSMUSG00000019210	Atp6v1e1	Chr6	11973	MGI:894326
ENSG00000113732	ATP6V0E1	Chr5	8992	ENSMUSG00000015575	Atp6v0e	Chr17	11974	MGI:1328318
ENSG00000033627	ATP6V0A1	Chr17	535	ENSMUSG00000019302	Atp6v0a1	Chr11	11975	MGI:103286
ENSG00000165240	ATP7A	ChrX	538	ENSMUSG00000033792	Atp7a	ChrX	11977	MGI:99400
ENSG00000123191	ATP7B	Chr13	540	ENSMUSG00000006567	Atp7b	Chr8	11979	MGI:103297
ENSG00000124406	ATP8A1	Chr4	10396	ENSMUSG00000037685	Atp8a1	Chr5	11980	MGI:1330848
ENSG00000054793	ATP9A	Chr20	10079	ENSMUSG00000027546	Atp9a	Chr2	11981	MGI:1330826
ENSG00000206190	ATP10A	Chr15	57194	ENSMUSG00000025324	Atp10a	Chr7	11982	MGI:1330809
ENSG00000130770	ATP5IF1	Chr1	93974	ENSMUSG00000054428	Atp5if1	Chr4	11983	MGI:1196457
ENSG00000185883	ATP6V0C	Chr16	527	ENSMUSG00000024121	Atp6v0c	Chr17	11984	MGI:88116
ENSG00000139514	SLC7A1	Chr13	6541	ENSMUSG00000041313	Slc7a1	Chr5	11987	MGI:88117
ENSG00000003989	SLC7A2	Chr8	6542	ENSMUSG00000031596	Slc7a2	Chr8	11988	MGI:99828
ENSG00000165349	SLC7A3	ChrX	84889	ENSMUSG00000031297	Slc7a3	ChrX	11989	MGI:1100521
ENSG00000088812	ATRN	Chr20	8455	ENSMUSG00000027312	Atrn	Chr2	11990	MGI:1341628
ENSG00000138668	HNRNPD	Chr4	3184	ENSMUSG00000000568	Hnrnpd	Chr5	11991	MGI:101947
ENSG00000148090	AUH	Chr9	549	ENSMUSG00000021460	Auh	Chr13	11992	MGI:1338011
ENSG00000115307	AUP1	Chr2	550	ENSMUSG00000068328	Aup1	Chr6	11993	MGI:107789
ENSG00000150275	PCDH15	Chr10	65217	ENSMUSG00000052613	Pcdh15	Chr10	11994	MGI:1891428
ENSG00000101200	AVP	Chr20	551	ENSMUSG00000037727	Avp	Chr2	11998	MGI:88121
ENSG00000126895	AVPR2	ChrX	554	ENSMUSG00000031390	Avpr2	ChrX	12000	MGI:88123
ENSG00000103126	AXIN1	Chr16	8312	ENSMUSG00000024182	Axin1	Chr17	12005	MGI:1096327
ENSG00000168646	AXIN2	Chr17	8313	ENSMUSG00000000142	Axin2	Chr11	12006	MGI:1270862
ENSG00000160862	AZGP1	Chr7	563	ENSMUSG00000037053	Azgp1	Chr5	12007	MGI:103163
ENSG00000141577	CEP131	Chr17	22994	ENSMUSG00000039781	Cep131	Chr11	12009	MGI:107440
ENSG00000166710	B2M	Chr15	567	ENSMUSG00000060802	B2m	Chr2	12010	MGI:88127
ENSG00000136881	BAAT	Chr9	570	ENSMUSG00000039653	Baat	Chr4	12012	MGI:106642
ENSG00000156273	BACH1	Chr21	571	ENSMUSG00000025612	Bach1	Chr16	12013	MGI:894680
ENSG00000112182	BACH2	Chr6	60468	ENSMUSG00000040270	Bach2	Chr4	12014	MGI:894679
ENSG00000002330	BAD	Chr11	572	ENSMUSG00000024959	Bad	Chr19	12015	MGI:1096330
ENSG00000107262	BAG1	Chr9	573	ENSMUSG00000028416	Bag1	Chr4	12017	MGI:108047
ENSG00000030110	BAK1	Chr6	578	ENSMUSG00000057789	Bak1	Chr17	12018	MGI:1097161
ENSG00000109705	NKX3-2	Chr4	579	ENSMUSG00000049691	Nkx3-2	Chr5	12020	MGI:108015
ENSG00000138376	BARD1	Chr2	580	ENSMUSG00000026196	Bard1	Chr1	12021	MGI:1328361
ENSG00000131668	BARX1	Chr9	56033	ENSMUSG00000021381	Barx1	Chr13	12022	MGI:103124
ENSG00000043039	BARX2	Chr11	8538	ENSMUSG00000032033	Barx2	Chr9	12023	MGI:109617
ENSG00000087088	BAX	Chr19	581	ENSMUSG00000003873	Bax	Chr7	12028	MGI:99702
ENSG00000161940	BCL6B	Chr17	255877	ENSMUSG00000000317	Bcl6b	Chr11	12029	MGI:1278332
ENSG00000132692	BCAN	Chr1	63827	ENSMUSG00000004892	Bcan	Chr3	12032	MGI:1096385
ENSG00000075790	BCAP29	Chr7	55973	ENSMUSG00000020650	Bcap29	Chr12	12033	MGI:101917
ENSG00000215021	PHB2	Chr12	11331	ENSMUSG00000004264	Phb2	Chr6	12034	MGI:102520
ENSG00000060982	BCAT1	Chr12	586	ENSMUSG00000030268	Bcat1	Chr6	12035	MGI:104861
ENSG00000105552	BCAT2	Chr19	587	ENSMUSG00000030826	Bcat2	Chr7	12036	MGI:1276534
ENSG00000114200	BCHE	Chr3	590	ENSMUSG00000027792	Bche	Chr3	12038	MGI:894278
ENSG00000248098	BCKDHA	Chr19	593	ENSMUSG00000060376	Bckdha	Chr7	12039	MGI:107701
ENSG00000083123	BCKDHB	Chr6	594	ENSMUSG00000032263	Bckdhb	Chr9	12040	MGI:88137
ENSG00000103507	BCKDK	Chr16	10295	ENSMUSG00000030802	Bckdk	Chr7	12041	MGI:1276121
ENSG00000142867	BCL10	Chr1	8915	ENSMUSG00000028191	Bcl10	Chr3	12042	MGI:1337994
ENSG00000171791	BCL2	Chr18	596	ENSMUSG00000057329	Bcl2	Chr1	12043	MGI:88138
ENSG00000140379	BCL2A1	Chr15	597	ENSMUSG00000102037	Bcl2a1a	Chr9	12044	MGI:102687
ENSG00000140379	BCL2A1	Chr15	597	ENSMUSG00000089929	Bcl2a1b	Chr9	12045	MGI:1278326
ENSG00000140379	BCL2A1	Chr15	597	ENSMUSG00000053820	Bcl2a1c	Chr9	12046	MGI:1278327
ENSG00000140379	BCL2A1	Chr15	597	ENSMUSG00000099974	Bcl2a1d	Chr9	12047	MGI:1278325
ENSG00000171552	BCL2L1	Chr20	598	ENSMUSG00000007659	Bcl2l1	Chr2	12048	MGI:88139
ENSG00000137875	BCL2L10	Chr15	10017	ENSMUSG00000032191	Bcl2l10	Chr9	12049	MGI:1330841
ENSG00000069399	BCL3	Chr19	602	ENSMUSG00000053175	Bcl3	Chr7	12051	MGI:88140
ENSG00000113916	BCL6	Chr3	604	ENSMUSG00000022508	Bcl6	Chr16	12053	MGI:107187
ENSG00000106635	BCL7B	Chr7	9275	ENSMUSG00000029681	Bcl7b	Chr5	12054	MGI:1332238
ENSG00000099385	BCL7C	Chr16	9274	ENSMUSG00000030814	Bcl7c	Chr7	12055	MGI:1332237
ENSG00000128617	OPN1SW	Chr7	611	ENSMUSG00000058831	Opn1sw	Chr6	12057	MGI:99438
ENSG00000100739	BDKRB1	Chr14	623	ENSMUSG00000041347	Bdkrb1	Chr12	12061	MGI:88144
ENSG00000168398	BDKRB2	Chr14	624	ENSMUSG00000021070	Bdkrb2	Chr12	12062	MGI:102845
ENSG00000176697	BDNF	Chr11	627	ENSMUSG00000048482	Bdnf	Chr2	12064	MGI:88145
ENSG00000105829	BET1	Chr7	10282	ENSMUSG00000032757	Bet1	Chr6	12068	MGI:1343104
ENSG00000133169	BEX1	ChrX	55859	ENSMUSG00000042750	Bex2	ChrX	12069	MGI:1338017
ENSG00000166681	BEX3	ChrX	27018	ENSMUSG00000046432	Bex3	ChrX	12070	MGI:1338016
ENSG00000125864	BFSP1	Chr20	631	ENSMUSG00000027420	Bfsp1	Chr2	12075	MGI:101770
ENSG00000170266	GLB1	Chr3	2720	ENSMUSG00000045594	Glb1	Chr9	12091	MGI:88151
ENSG00000242252	BGLAP	Chr1	632	ENSMUSG00000074489	Bglap3	Chr3	12095	MGI:88155
ENSG00000242252	BGLAP	Chr1	632	ENSMUSG00000074483	Bglap	Chr3	12096	MGI:88156
ENSG00000242252	BGLAP	Chr1	632	ENSMUSG00000074486	Bglap2	Chr3	12097	MGI:88157
ENSG00000182492	BGN	ChrX	633	ENSMUSG00000031375	Bgn	ChrX	12111	MGI:88158
ENSG00000145692	BHMT	Chr5	635	ENSMUSG00000074768	Bhmt	Chr13	12116	MGI:1339972
ENSG00000151746	BICD1	Chr12	636	ENSMUSG00000003452	Bicd1	Chr6	12121	MGI:1101760
ENSG00000015475	BID	Chr22	637	ENSMUSG00000004446	Bid	Chr6	12122	MGI:108093
ENSG00000135116	HRK	Chr12	8739	ENSMUSG00000046607	Hrk	Chr5	12123	MGI:1201608
ENSG00000100290	BIK	Chr22	638	ENSMUSG00000016758	Bik	Chr15	12124	MGI:1206591
ENSG00000153094	BCL2L11	Chr2	10018	ENSMUSG00000027381	Bcl2l11	Chr2	12125	MGI:1197519
ENSG00000164434	FABP7	Chr6	2173	ENSMUSG00000019874	Fabp7	Chr10	12140	MGI:101916
ENSG00000057657	PRDM1	Chr6	639	ENSMUSG00000038151	Prdm1	Chr10	12142	MGI:99655
ENSG00000136573	BLK	Chr8	640	ENSMUSG00000014453	Blk	Chr14	12143	MGI:88169
ENSG00000197299	BLM	Chr15	641	ENSMUSG00000030528	Blm	Chr7	12144	MGI:1328362
ENSG00000160683	CXCR5	Chr11	643	ENSMUSG00000047880	Cxcr5	Chr9	12145	MGI:103567
ENSG00000168487	BMP1	Chr8	649	ENSMUSG00000022098	Bmp1	Chr14	12153	MGI:88176
ENSG00000163217	BMP10	Chr2	27302	ENSMUSG00000030046	Bmp10	Chr6	12154	MGI:1338820
ENSG00000130385	BMP15	ChrX	9210	ENSMUSG00000023279	Bmp15	ChrX	12155	MGI:1316745
ENSG00000125845	BMP2	Chr20	650	ENSMUSG00000027358	Bmp2	Chr2	12156	MGI:88177
ENSG00000125378	BMP4	Chr14	652	ENSMUSG00000021835	Bmp4	Chr14	12159	MGI:88180
ENSG00000112175	BMP5	Chr6	653	ENSMUSG00000032179	Bmp5	Chr9	12160	MGI:88181
ENSG00000153162	BMP6	Chr6	654	ENSMUSG00000039004	Bmp6	Chr13	12161	MGI:88182
ENSG00000101144	BMP7	Chr20	655	ENSMUSG00000008999	Bmp7	Chr2	12162	MGI:103302
ENSG00000116985	BMP8B	Chr1	656	ENSMUSG00000002384	Bmp8b	Chr4	12164	MGI:107335
ENSG00000263761	GDF2	Chr10	2658	ENSMUSG00000072625	Gdf2	Chr14	12165	MGI:1321394
ENSG00000107779	BMPR1A	Chr10	657	ENSMUSG00000021796	Bmpr1a	Chr14	12166	MGI:1338938
ENSG00000138696	BMPR1B	Chr4	658	ENSMUSG00000052430	Bmpr1b	Chr3	12167	MGI:107191
ENSG00000204217	BMPR2	Chr2	659	ENSMUSG00000067336	Bmpr2	Chr1	12168	MGI:1095407
ENSG00000102010	BMX	ChrX	660	ENSMUSG00000031377	Bmx	ChrX	12169	MGI:1101778
ENSG00000169594	BNC1	Chr15	646	ENSMUSG00000025105	Bnc1	Chr7	12173	MGI:1097164
ENSG00000140299	BNIP2	Chr15	663	ENSMUSG00000011958	Bnip2	Chr9	12175	MGI:109327
ENSG00000176171	BNIP3	Chr10	664	ENSMUSG00000078566	Bnip3	Chr7	12176	MGI:109326
ENSG00000104765	BNIP3L	Chr8	665	ENSMUSG00000022051	Bnip3l	Chr14	12177	MGI:1332659
ENSG00000115593	SMYD1	Chr2	150572	ENSMUSG00000055027	Smyd1	Chr6	12180	MGI:104790
ENSG00000261236	BOP1	Chr8	23246	ENSMUSG00000022557	Bop1	Chr15	12181	MGI:1334460
ENSG00000109743	BST1	Chr4	683	ENSMUSG00000029082	Bst1	Chr5	12182	MGI:105370
ENSG00000172331	BPGM	Chr7	669	ENSMUSG00000038871	Bpgm	Chr6	12183	MGI:1098242
ENSG00000012048	BRCA1	Chr17	672	ENSMUSG00000017146	Brca1	Chr11	12189	MGI:104537
ENSG00000139618	BRCA2	Chr13	675	ENSMUSG00000041147	Brca2	Chr5	12190	MGI:109337
ENSG00000185650	ZFP36L1	Chr14	677	ENSMUSG00000021127	Zfp36l1	Chr12	12192	MGI:107946
ENSG00000152518	ZFP36L2	Chr2	678	ENSMUSG00000045817	Zfp36l2	Chr17	12193	MGI:107945
ENSG00000102239	BRS3	ChrX	680	ENSMUSG00000031130	Brs3	ChrX	12209	MGI:1100501
ENSG00000115760	BIRC6	Chr2	57448	ENSMUSG00000024073	Birc6	Chr17	12211	MGI:1276108
ENSG00000204116	CHIC1	ChrX	53344	ENSMUSG00000031327	Chic1	ChrX	12212	MGI:1344694
ENSG00000172270	BSG	Chr19	682	ENSMUSG00000023175	Bsg	Chr10	12215	MGI:88208
ENSG00000164061	BSN	Chr3	8927	ENSMUSG00000032589	Bsn	Chr9	12217	MGI:1277955
ENSG00000174808	BTC	Chr4	685	ENSMUSG00000082361	Btc	Chr5	12223	MGI:99439
ENSG00000102554	KLF5	Chr13	688	ENSMUSG00000005148	Klf5	Chr14	12224	MGI:1338056
ENSG00000133639	BTG1	Chr12	694	ENSMUSG00000036478	Btg1	Chr10	12226	MGI:88215
ENSG00000159388	BTG2	Chr1	7832	ENSMUSG00000020423	Btg2	Chr1	12227	MGI:108384
ENSG00000154640	BTG3	Chr21	10950	ENSMUSG00000022863	Btg3	Chr16	12228	MGI:109532
ENSG00000010671	BTK	ChrX	695	ENSMUSG00000031264	Btk	ChrX	12229	MGI:88216
ENSG00000124557	BTN1A1	Chr6	696	ENSMUSG00000000706	Btn1a1	Chr13	12231	MGI:103118
ENSG00000166167	BTRC	Chr10	8945	ENSMUSG00000025217	Btrc	Chr19	12234	MGI:1338871
ENSG00000169679	BUB1	Chr2	699	ENSMUSG00000027379	Bub1	Chr2	12235	MGI:1100510
ENSG00000156970	BUB1B	Chr15	701	ENSMUSG00000040084	Bub1b	Chr2	12236	MGI:1333889
ENSG00000154473	BUB3	Chr10	9184	ENSMUSG00000066979	Bub3	Chr7	12237	MGI:1343463
ENSG00000148444	COMMD3	Chr10	23412	ENSMUSG00000051154	Commd3	Chr2	12238	MGI:88218
ENSG00000100300	TSPO	Chr22	706	ENSMUSG00000041736	Tspo	Chr15	12257	MGI:88222
ENSG00000149131	SERPING1	Chr11	710	ENSMUSG00000023224	Serping1	Chr2	12258	MGI:894696
ENSG00000173372	C1QA	Chr1	712	ENSMUSG00000036887	C1qa	Chr4	12259	MGI:88223
ENSG00000173369	C1QB	Chr1	713	ENSMUSG00000036905	C1qb	Chr4	12260	MGI:88224
ENSG00000108561	C1QBP	Chr17	708	ENSMUSG00000018446	C1qbp	Chr11	12261	MGI:1194505
ENSG00000159189	C1QC	Chr1	714	ENSMUSG00000036896	C1qc	Chr4	12262	MGI:88225
ENSG00000166278	C2	Chr6	717	ENSMUSG00000024371	C2	Chr17	12263	MGI:88226
ENSG00000179583	CIITA	Chr16	4261	ENSMUSG00000022504	Ciita	Chr16	12265	MGI:108445
ENSG00000125730	C3	Chr19	718	ENSMUSG00000024164	C3	Chr17	12266	MGI:88227
ENSG00000171860	C3AR1	Chr12	719	ENSMUSG00000040552	C3ar1	Chr6	12267	MGI:1097680
ENSG00000123838	C4BPA	Chr1	722	ENSMUSG00000026405	C4bp	Chr1	12269	MGI:88229
ENSG00000197405	C5AR1	Chr19	728	ENSMUSG00000049130	C5ar1	Chr7	12273	MGI:88232
ENSG00000039537	C6	Chr5	729	ENSMUSG00000022181	C6	Chr15	12274	MGI:88233
ENSG00000113600	C9	Chr5	735	ENSMUSG00000022149	C9	Chr15	12279	MGI:1098282
ENSG00000149428	HYOU1	Chr11	10525	ENSMUSG00000032115	Hyou1	Chr9	12282	MGI:108030
ENSG00000135932	CAB39	Chr2	51719	ENSMUSG00000036707	Cab39	Chr1	12283	MGI:107438
ENSG00000141837	CACNA1A	Chr19	773	ENSMUSG00000034656	Cacna1a	Chr8	12286	MGI:109482
ENSG00000148408	CACNA1B	Chr9	774	ENSMUSG00000004113	Cacna1b	Chr2	12287	MGI:88296
ENSG00000151067	CACNA1C	Chr12	775	ENSMUSG00000051331	Cacna1c	Chr6	12288	MGI:103013
ENSG00000157388	CACNA1D	Chr3	776	ENSMUSG00000015968	Cacna1d	Chr14	12289	MGI:88293
ENSG00000198216	CACNA1E	Chr1	777	ENSMUSG00000004110	Cacna1e	Chr1	12290	MGI:106217
ENSG00000006283	CACNA1G	Chr17	8913	ENSMUSG00000020866	Cacna1g	Chr11	12291	MGI:1201678
ENSG00000081248	CACNA1S	Chr1	779	ENSMUSG00000026407	Cacna1s	Chr1	12292	MGI:88294
ENSG00000153956	CACNA2D1	Chr7	781	ENSMUSG00000040118	Cacna2d1	Chr5	12293	MGI:88295
ENSG00000157445	CACNA2D3	Chr3	55799	ENSMUSG00000021991	Cacna2d3	Chr14	12294	MGI:1338890
ENSG00000067191	CACNB1	Chr17	782	ENSMUSG00000020882	Cacnb1	Chr11	12295	MGI:102522
ENSG00000165995	CACNB2	Chr10	783	ENSMUSG00000057914	Cacnb2	Chr2	12296	MGI:894644
ENSG00000167535	CACNB3	Chr12	784	ENSMUSG00000003352	Cacnb3	Chr15	12297	MGI:103307
ENSG00000182389	CACNB4	Chr2	785	ENSMUSG00000017412	Cacnb4	Chr2	12298	MGI:103301
ENSG00000108878	CACNG1	Chr17	786	ENSMUSG00000020722	Cacng1	Chr11	12299	MGI:1206582
ENSG00000166862	CACNG2	Chr22	10369	ENSMUSG00000019146	Cacng2	Chr15	12300	MGI:1316660
ENSG00000116161	CACYBP	Chr1	27101	ENSMUSG00000014226	Cacybp	Chr1	12301	MGI:1270839
ENSG00000155660	PDIA4	Chr7	9601	ENSMUSG00000025823	Pdia4	Chr6	12304	MGI:104864
ENSG00000204580	DDR1	Chr6	780	ENSMUSG00000003534	Ddr1	Chr17	12305	MGI:99216
ENSG00000104327	CALB1	Chr8	793	ENSMUSG00000028222	Calb1	Chr4	12307	MGI:88248
ENSG00000172137	CALB2	Chr16	794	ENSMUSG00000003657	Calb2	Chr8	12308	MGI:101914
ENSG00000169906	S100G	ChrX	795	ENSMUSG00000040808	S100g	ChrX	12309	MGI:104528
ENSG00000004948	CALCR	Chr7	799	ENSMUSG00000023964	Calcr	Chr6	12311	MGI:101950
ENSG00000198668	CALM1	Chr14	801	ENSMUSG00000001175	Calm1	Chr12	12313	MGI:88251
ENSG00000143933	CALM2	Chr2	805	ENSMUSG00000036438	Calm2	Chr17	12314	MGI:103250
ENSG00000160014	CALM3	Chr19	808	ENSMUSG00000019370	Calm3	Chr7	12315	MGI:103249
ENSG00000066279	ASPM	Chr1	259266	ENSMUSG00000033952	Aspm	Chr1	12316	MGI:1334448
ENSG00000179218	CALR	Chr19	811	ENSMUSG00000003814	Calr	Chr8	12317	MGI:88252
ENSG00000178538	CA8	Chr8	767	ENSMUSG00000041261	Car8	Chr4	12319	MGI:88253
ENSG00000128595	CALU	Chr7	813	ENSMUSG00000029767	Calu	Chr6	12321	MGI:1097158
ENSG00000070808	CAMK2A	Chr5	815	ENSMUSG00000024617	Camk2a	Chr18	12322	MGI:88256
ENSG00000058404	CAMK2B	Chr7	816	ENSMUSG00000057897	Camk2b	Chr11	12323	MGI:88257
ENSG00000148660	CAMK2G	Chr10	818	ENSMUSG00000021820	Camk2g	Chr14	12325	MGI:88259
ENSG00000152495	CAMK4	Chr5	814	ENSMUSG00000038128	Camk4	Chr18	12326	MGI:88258
ENSG00000164615	CAMLG	Chr5	819	ENSMUSG00000021501	Caml	Chr13	12328	MGI:104728
ENSG00000127022	CANX	Chr5	821	ENSMUSG00000020368	Canx	Chr11	12330	MGI:88261
ENSG00000131236	CAP1	Chr1	10487	ENSMUSG00000028656	Cap1	Chr4	12331	MGI:88262
ENSG00000042493	CAPG	Chr2	822	ENSMUSG00000056737	Capg	Chr6	12332	MGI:1098259
ENSG00000014216	CAPN1	Chr11	823	ENSMUSG00000024942	Capn1	Chr19	12333	MGI:88263
ENSG00000162909	CAPN2	Chr1	824	ENSMUSG00000026509	Capn2	Chr1	12334	MGI:88264
ENSG00000092529	CAPN3	Chr15	825	ENSMUSG00000079110	Capn3	Chr2	12335	MGI:107437
ENSG00000126247	CAPNS1	Chr19	826	ENSMUSG00000001794	Capns1	Chr7	12336	MGI:88266
ENSG00000149260	CAPN5	Chr11	726	ENSMUSG00000035547	Capn5	Chr7	12337	MGI:1100859
ENSG00000077274	CAPN6	ChrX	827	ENSMUSG00000067276	Capn6	ChrX	12338	MGI:1100850
ENSG00000131375	CAPN7	Chr3	23473	ENSMUSG00000021893	Capn7	Chr14	12339	MGI:1338030
ENSG00000116489	CAPZA1	Chr1	829	ENSMUSG00000070372	Capza1	Chr3	12340	MGI:106227
ENSG00000198898	CAPZA2	Chr7	830	ENSMUSG00000015733	Capza2	Chr6	12343	MGI:106222
